#Sun Oct 30 08:26:39 2022
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = crate, slot, mpd, adc_ch, CM min, CM max
          20          11           7           0         306         544
          20          11           7           1         178         764
          20          11           7           2         113        1142
          20          11           7           3         303         902
          20          11           7           4         232         731
          20          11           7           5           0           0
          20          11           7           6         253         827
          20          11           7           7         231         730
          20          11           7           8          56         932
          20          11           7           9         212         883
          20          11           7          10         163         829
          20          11           7          11         217         794
          20          11           7          12          53         860
          20          11           7          13          52         793
          20          11           7          14         238         789
          20          11           8           0          -5         783
          20          11           8           1         217         713
          20          11           8           2         247         783
          20          11           8           3         114         664
          20          11           8           4           0           0
          20          11           8           5         248         640
          20          11           8           6         371         697
          20          11           8           7         308         722
          20          11           8           8         279         671
          20          11           8           9         402         835
          20          11           8          10         130         583
          20          11           8          11         237         650
          20          11           8          12          29         896
          20          11           8          13         132         812
          20          11           8          14         183         715
          20          11           9           0         223         580
          20          11           9           1         348         861
          20          11           9           2         259         931
          20          11           9           3         424         492
          20          11           9           4         149         970
          20          11           9           5          40         959
          20          11           9           6         207         748
          20          11           9           7         198         923
          20          11           9           8         166         842
          20          11           9           9           2         759
          20          11           9          10         101         899
          20          11           9          11         209         901
          20          11           9          12         145         812
          20          11           9          13          96         741
          20          11           9          14         159         819
          20          11          10           0          40         662
          20          11          10           1         218         683
          20          11          10           2        -137        1014
          20          11          10           3         -90         916
          20          11          10           4          22         595
          20          11          10           5          77         985
          20          11          10           6         198         633
          20          11          10           7         264         840
          20          11          10           8         283         711
          20          11          10           9         171         689
          20          11          10          10         347         737
          20          11          10          11         112         657
          20          11          10          12         206         815
          20          11          10          13         157         864
          20          11          10          14          41         910
          20          11          16           0         167         559
          20          11          16           1         192         605
          20          11          16           2         269         613
          20          11          16           3           0           0
          20          11          16           4         719         916
          20          11          16           5         616         845
          20          11          16           6         581         824
          20          11          16           7         582         930
          20          11          16           8         269         738
          20          11          16           9         321         931
          20          11          16          10         143         762
          20          11          16          11         417         782
          20          11          16          12         371         773
          20          11          16          13         340         739
          20          11          16          14         303         925
          20          11          17           0         355         756
          20          11          17           1          28         812
          20          11          17           2         399         747
          20          11          17           3         423         780
          20          11          17           4         346         826
          20          11          17           5         335         920
          20          11          17           6         307        1049
          20          11          17           7         353         867
          20          11          17           8           0           0
          20          11          17           9         331         754
          20          11          17          10         432         642
          20          11          17          11           0           0
          20          11          17          12         365         826
          20          11          17          13         263         899
          20          11          17          14         163         681
          20          11          18           0         346         716
          20          11          18           1         229         538
          20          11          18           2         348         662
          20          11          18           3           0           0
          20          11          18           4         200         734
          20          11          18           5         204         766
          20          11          18           6         325         664
          20          11          18           7           0           0
          20          11          18           8         263         591
          20          11          18           9         144         851
          20          11          18          10         323         746
          20          11          18          11         512         624
          20          11          18          12         369         792
          20          11          18          13         141         820
          20          11          18          14         184         924
          20          11          19           0           0           0
          20          11          19           1         247         799
          20          11          19           2         340         639
          20          11          19           3         382         820
          20          11          19           4         -21         926
          20          11          19           5         290         791
          20          11          19           6         333         627
          20          11          19           7         369         816
          20          11          19           8         382         714
          20          11          19           9         372         746
          20          11          19          10         238         720
          20          11          19          11         574         871
          20          11          19          12         253         702
          20          11          19          13         226         774
          20          11          19          14         207         911
          20          11          11           0           0           0
          20          11          11           1           0           0
          20          11          11           2         263         913
          20          11          11           3         334         797
          20          11          11           4           0           0
          20          11          11           5         392         811
          20          11          11           6         279         647
          20          11          11           7         261         672
          20          11          11           8         115         575
          20          11          11           9         320         730
          20          11          11          10         234         960
          20          11          11          11         141         716
          20          11          11          12         318         725
          20          11          11          13         302         767
          20          11          11          14         166         922
          20          11          12           0         301         746
          20          11          12           1         252         737
          20          11          12           2         336         645
          20          11          12           3         279         707
          20          11          12           4         293         608
          20          11          12           5         293         816
          20          11          12           6         383         714
          20          11          12           7           0           0
          20          11          12           8         278         638
          20          11          12           9           0           0
          20          11          12          10         181         570
          20          11          12          11           0           0
          20          11          12          12         251         894
          20          11          12          13         294         663
          20          11          12          14         186         717
          20          11          13           0         262         742
          20          11          13           1         523         587
          20          11          13           2         328         815
          20          11          13           3         333         549
          20          11          13           4         206         881
          20          11          13           5         308         745
          20          11          13           6         289         824
          20          11          13           7         290         792
          20          11          13           8         263         753
          20          11          13           9         386         793
          20          11          13          10         351         693
          20          11          13          11         411         717
          20          11          13          12         153         726
          20          11          13          13           0           0
          20          11          13          14         165         928
          20          11          14           0         243         784
          20          11          14           1         259         865
          20          11          14           2         123         843
          20          11          14           3         299         669
          20          11          14           4         491         583
          20          11          14           5         238         520
          20          11          14           6         485         668
          20          11          14           7         322         897
          20          11          14           8           0           0
          20          11          14           9         526         597
          20          11          14          10           0           0
          20          11          14          11         313         940
          20          11          14          12         196        1046
          20          11          14          13         265         755
          20          11          14          14         201         781
          20          11          20           0           0           0
          20          11          20           1           0           0
          20          11          20           2           0           0
          20          11          20           3           0           0
          20          11          20           4           0           0
          20          11          20           5         311         827
          20          11          20           6           0           0
          20          11          20           7        1053        1304
          20          11          20           8         216         811
          20          11          20           9         272         983
          20          11          20          10         529         607
          20          11          20          11         281         872
          20          11          20          12         126         795
          20          11          20          13         -28        1005
          20          11          20          14          87         904
          20          11          21           0         158         715
          20          11          21           1          79         947
          20          11          21           2         289         840
          20          11          21           3         389         464
          20          11          21           4           0           0
          20          11          21           5         130         846
          20          11          21           6         251         638
          20          11          21           7         345         694
          20          11          21           8         402         667
          20          11          21           9         389         621
          20          11          21          10         296         681
          20          11          21          11         350         719
          20          11          21          12          84         806
          20          11          21          13         336         827
          20          11          21          14         204         838
          20          11          22           0         287         632
          20          11          22           1         373         488
          20          11          22           2           0           0
          20          11          22           3           0           0
          20          11          22           4         249         901
          20          11          22           5         351         662
          20          11          22           6           0           0
          20          11          22           7           0           0
          20          11          22           8         307         850
          20          11          22           9         297         440
          20          11          22          10           0           0
          20          11          22          11           0           0
          20          11          22          12          52        1170
          20          11          22          13         262         675
          20          11          22          14         179        1350
          20          11          23           0         187         765
          20          11          23           1         182         827
          20          11          23           2         192         841
          20          11          23           3         229         797
          20          11          23           4         374         723
          20          11          23           5         298         647
          20          11          23           6         359         745
          20          11          23           7         279         899
          20          11          23           8           0           0
          20          11          23           9         160         626
          20          11          23          10         378         754
          20          11          23          11          65        1068
          20          11          23          12          27        1008
          20          11          23          13           0           0
          20          11          23          14         335         837
          20          11           0           0         227        1085
          20          11           0           1         474         906
          20          11           0           2         341         785
          20          11           0           3         460         845
          20          11           0           4         480         977
          20          11           0           5         307         730
          20          11           0           6         611         949
          20          11           0           7         566         998
          20          11           0           8         373         879
          20          11           0           9         425         825
          20          11           0          10         473         849
          20          11           0          11         650         926
          20          11           4          10         278         853
          20          11           4          11         286         721
          20          11           4          12         324         722
          20          11           4          13         287         784
          20          11           4          14         235         714
          20          11           5           0         382         683
          20          11           5           1         482         762
          20          11           5           2         372         801
          20          11           5           3         220         692
          20          11           5           4         425         805
          20          11           1           0         629         783
          20          11           1           1         435        1021
          20          11           1           2         328         890
          20          11           1           3         306         816
          20          11           1           4         444         918
          20          11           1           5         509         896
          20          11           1           6         511         980
          20          11           1           7         421         978
          20          11           1           8         421         899
          20          11           1           9         299        1027
          20          11           1          10         404         844
          20          11           1          11           0           0
          20          11           4           5         302         788
          20          11           4           6         288         766
          20          11           4           7         195         535
          20          11           4           8         501         581
          20          11           4           9         160         789
          20          11           5           5         389         661
          20          11           5           6         153         728
          20          11           5           7         292         773
          20          11           5           8         208         499
          20          11           5           9         487         864
          20          11           2           0         375         929
          20          11           2           1         366         796
          20          11           2           2         272         502
          20          11           2           3         179         839
          20          11           2           4         364         769
          20          11           2           5          32        1213
          20          11           2           6         410         871
          20          11           2           7         294         690
          20          11           2           8         469         886
          20          11           2           9         556         965
          20          11           2          10         177         746
          20          11           2          11         403         945
          20          11           4           0         202         771
          20          11           4           1         309         819
          20          11           4           2         365         767
          20          11           4           3         361         831
          20          11           4           4         366         709
          20          11           5          10         291         762
          20          11           5          11         188         557
          20          11           5          12       -1362        2757
          20          11           5          13         295         783
          20          11           5          14         316         820
          20          11           3           0           0           0
          20          11           3           1         277         659
          20          11           3           2         133         726
          20          11           3           3         193         663
          20          11           3           4         147         704
          20          11           3           5         327         718
          20          11           3           6         378         869
          20          11           3           7         335         790
          20          11           3           8         434         832
          20          11           3           9         258         889
          20          11           3          10         555         832
          20          11           3          11         459         839
          20          11           6           0         209        1231
          20          11           6           1         570         976
          20          11           6           2         486         656
          20          11           6           3         587         956
          20          11           6           4         469         947
          20          11           6           8         289         771
          20          11           6           9         165         728
          20          11           6          10         344         679
          20          11           6          11         252         739
          20          11           6          12         443         604
